Hero,Skill Tier,KDA Ratio,"Pick Rate, %","Win Rate, %",Eliminations / 10min,Objective Kills / 10min,Objective Time / 10min,Damage / 10min,Healing / 10min,Deaths / 10min,"Scoped Accuracy, %",Biotic Grenade Kills / 10min,Enemies Slept / 10min,Healing Amplified / 10min,Nano Boost Assists / 10min,Blaster Kills / 10min,Damage Amplified / 10min,Players Resurrected / 10min,"Weapon Accuracy, %","Crit Accuracy, %",Kunai Kills / 10min,Effects Cleansed / 10min,Kitsune Rush Assists / 10min,Final Blows / 10min,Solo Kills / 10min,Swift Strike Resets / 10min,Damage Reflected / 10min,Ultimates Reflected / 10min,Dragonblade Kills / 10min,Deadeye Kills / 10min,Magnetic Grenade Attaches,Magnetic Grenade Kills / 10min,"Secondary Accuracy, %",Biotic Orb Kills / 10min,"Ally Coalescence Efficiency, %","Enemy Coalescence Efficiency, %",Coalescence Kills / 10min,Objective Contest Time / 10min,Charge Kills / 10min,Fire Strike Kills / 10min,Earthshatter Kills / 10min,Scoped Crits,Recon Assists / 10min,Venom Mine Kills / 10min,Knockbacks / 10min,Sound Barriers / 10min,"Helix Rocket Accuracy, %",Long Range Kills / 10min,Helix Rocket Kills / 10min,Tactical Visor Kills / 10min,Storm Arrow Kills / 10min,Dragonstrike Kills / 10min,"Charged Volley Accuracy, %",Charged Volley Kills / 10min,Transcendence Healing / 10min,"Micro Missile Kills, % / 10min",Call Mech Kills / 10min,Self-Destruct Kills / 10min,Self Healing / 10min,Chain Hook Kills / 10min,"Chain Hook Accuracy, %",Whole Hog Kills / 10min,Direct Hits,Concussion Mine Kills / 10min,Enemies Trapped / 10min,Rip Tire Kills,Low Health Recalls / 10min,Pulse Bombs Stuck / 10min,Pulse Bomb Kills / 10min,Coach Gun Kills / 10min,Dynamite Kills / 10min,Bob Kills / 10min,Energy Javelin Kills / 10min,Javelin Spin Kills / 10min,Terra Surge Kills / 10min,"Primary Accuracy, %",High Energy Kills / 10min,"Average Energy, %",Graviton Surge Kills / 10min,Death Blossom Kills / 10min,"Charged Shot Accuracy, %","Charged Crit Accuracy, %",Charged Shot Kills / 10min,Disruptor Shot Kills / 10min,Overclock Kills / 10min,"Airtime, %",Barrage Kills / 10min,Healing Accuracy,Deaths Prevented / 10min,Amp Matrix Assists / 10min,Jump Pack Kills / 10min,Primal Rage Kills / 10min,Accretion Kills / 10min,Overhealth / 10min,Gravitic Flux Kills / 10min,Rocket Punch Kills / 10min,Seismic Slam Kills / 10min,Meteor Strike Kills / 10min,Inspire Uptime,Self Healing,Recon Kills / 10min,Assault Kills / 10min,Tactical Grenade Kills / 10min,Artillery Kills / 10min,"Icicle Accuracy, % / 10min","Icicle Crit Accuracy, % / 10min",Enemies Frozen / 10min,Blizzard Kills / 10min,Hammer Kills / 10min,Turret Kills / 10min,Molten Core Kills / 10min,Average Damage Multiplier,Players Teleported / 10min,Sentry Turret Kills / 10min,Enemies Hacked / 10min,Low Health Teleports / 10min,EMP Kills / 10min,"Pummel Accuracy, %",Pummel Kills / 10min,Ravenous Vortex Kills / 10min,Annihilation Kills / 10min,Grappling Claw Kills / 10min,Piledriver Kills / 10min,Minefield Kills,"Jagged Blade Accuracy, %",Carnage Kills / 10min,"Wound Uptime, %",Rampage Kills / 10min,"Focusing Beam Accuracy, %",Focusing Beam Kills / 10min,"Sticky Bomb Accuracy, %",Sticky Bomb Kills / 10min,Duplicate Kills / 10min,Role
Widowmaker,Silver,2.83,1.46,47.11,15.75,3.90,22,6000,,7.66,46,,,,,,,,,,,,,10.82,4.35,,,,,,,,,,,,,,,,,—,3.58,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Widowmaker,Gold,2.68,2.47,48.79,16.16,3.92,22,6178,,7.89,46,,,,,,,,,,,,,11.18,4.50,,,,,,,,,,,,,,,,,—,3.65,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Widowmaker,Platinum,2.79,3.35,48.40,16.57,3.89,22,6296,,7.97,46,,,,,,,,,,,,,11.58,4.59,,,,,,,,,,,,,,,,,—,3.80,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Widowmaker,Diamond,2.76,3.92,49.95,16.46,3.98,20,6307,,7.96,46,,,,,,,,,,,,,11.60,4.59,,,,,,,,,,,,,,,,,—,3.86,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Widowmaker,Master,2.87,2.60,49.88,16.07,3.84,18,6284,,7.82,46,,,,,,,,,,,,,11.27,4.61,,,,,,,,,,,,,,,,,—,3.79,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Widowmaker,Grandmaster,2.93,1.78,45.28,16.17,4.04,19,6371,,7.82,47,,,,,,,,,,,,,11.39,4.71,,,,,,,,,,,,,,,,,—,3.90,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Lucio,All,3.89,2.91,50.85,12.87,6.04,103,3707,7439,7.34,,,,,,,,,26,9,,,,,,,,,,,,,,,,,,,,,,,,,27.94,9.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Lucio,Bronze,3.56,3.24,43.75,11.54,5.94,113,3458,8065,7.64,,,,,,,,,25,8,,,,,,,,,,,,,,,,,,,,,,,,,24.72,9.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Lucio,Silver,3.80,2.45,48.09,12.31,6.02,108,3588,7958,7.48,,,,,,,,,26,9,,,,,,,,,,,,,,,,,,,,,,,,,26.33,9.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Lucio,Gold,4.03,2.85,50.85,12.92,6.07,105,3741,7534,7.31,,,,,,,,,26,9,,,,,,,,,,,,,,,,,,,,,,,,,27.97,9.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Lucio,Platinum,3.82,3.59,50.41,12.91,5.78,101,3780,7288,7.50,,,,,,,,,26,9,,,,,,,,,,,,,,,,,,,,,,,,,28.81,9.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Lucio,Diamond,3.75,4.53,49.61,12.26,5.63,103,3677,7434,7.62,,,,,,,,,26,9,,,,,,,,,,,,,,,,,,,,,,,,,27.18,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Lucio,Master,3.99,4.99,48.64,12.12,5.70,104,3625,7552,7.50,,,,,,,,,25,9,,,,,,,,,,,,,,,,,,,,,,,,,26.60,9.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Lucio,Grandmaster,3.74,4.29,43.86,11.78,5.69,109,3603,7979,7.71,,,,,,,,,25,9,,,,,,,,,,,,,,,,,,,,,,,,,25.83,9.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Soldier: 76,All,2.69,4.41,47.47,19.15,7.50,54,9103,1329,8.55,,,,,,,,,35,8,,,,9.70,1.71,,,,,,,,,,,,,,,,,,,,,,56,1.39,7.17,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Soldier: 76,Bronze,2.50,2.92,38.23,17.29,7.46,61,8271,1343,9.20,,,,,,,,,32,8,,,,8.59,1.77,,,,,,,,,,,,,,,,,,,,,,54,1.34,6.09,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Soldier: 76,Silver,2.61,3.61,45.31,18.45,7.61,59,8667,1340,8.83,,,,,,,,,33,8,,,,9.15,1.79,,,,,,,,,,,,,,,,,,,,,,55,1.32,6.58,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Soldier: 76,Gold,2.72,4.53,46.75,19.09,7.57,55,9085,1331,8.56,,,,,,,,,34,8,,,,9.65,1.74,,,,,,,,,,,,,,,,,,,,,,57,1.43,7.13,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Soldier: 76,Platinum,2.77,5.54,48.85,19.13,7.29,51,9274,1344,8.53,,,,,,,,,35,8,,,,9.72,1.72,,,,,,,,,,,,,,,,,,,,,,57,1.49,7.31,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Soldier: 76,Diamond,2.69,5.57,47.56,18.26,7.27,54,8978,1350,8.82,,,,,,,,,34,8,,,,9.15,1.72,,,,,,,,,,,,,,,,,,,,,,55,1.56,6.93,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Soldier: 76,Master,2.65,4.04,43.96,17.52,7.17,57,8601,1358,8.98,,,,,,,,,33,8,,,,8.63,1.82,,,,,,,,,,,,,,,,,,,,,,54,1.54,6.37,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Soldier: 76,Grandmaster,2.61,3.59,39.75,17.22,7.34,60,8425,1363,9.16,,,,,,,,,33,8,,,,8.44,1.88,,,,,,,,,,,,,,,,,,,,,,54,1.53,6.13,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Hanzo,All,3.05,2.96,48.35,17.31,6.18,51,7961,,8.07,,,,,,,,,40,13,,,,11.15,2.70,,,,,,,,,,,,,,,,,,3.90,,,,,2.57,,,5.50,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Hanzo,Bronze,2.88,1.79,45.05,16.27,6.10,50,7573,,8.20,,,,,,,,,38,12,,,,10.47,2.72,,,,,,,,,,,,,,,,,,3.61,,,,,2.52,,,5.11,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Hanzo,Silver,2.92,2.05,46.86,16.67,6.35,55,7651,,8.14,,,,,,,,,38,12,,,,10.58,2.65,,,,,,,,,,,,,,,,,,3.54,,,,,2.55,,,5.08,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Hanzo,Gold,3.23,2.83,45.97,17.51,6.30,51,8059,,8.07,,,,,,,,,40,13,,,,11.33,2.76,,,,,,,,,,,,,,,,,,3.95,,,,,2.60,,,5.56,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Hanzo,Platinum,3.01,4.66,50.66,17.73,6.08,49,8135,,8.05,,,,,,,,,40,13,,,,11.47,2.76,,,,,,,,,,,,,,,,,,4.10,,,,,2.57,,,5.83,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Hanzo,Diamond,2.94,4.24,46.42,17.15,5.85,48,7980,,8.28,,,,,,,,,40,14,,,,11.12,2.77,,,,,,,,,,,,,,,,,,4.05,,,,,2.53,,,5.61,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Hanzo,Master,3.03,2.78,44.53,16.65,5.81,48,7805,,8.19,,,,,,,,,39,13,,,,10.73,2.77,,,,,,,,,,,,,,,,,,4.04,,,,,2.41,,,5.47,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Hanzo,Grandmaster,3.04,2.41,44.15,16.84,5.98,50,7838,,8.25,,,,,,,,,39,13,,,,10.86,2.87,,,,,,,,,,,,,,,,,,3.90,,,,,2.51,,,5.51,2.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Zenyatta,All,5.12,2.27,50.44,14.06,5.92,65,5147,6362,7.16,,,,,,,1523.39,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,5.92,1271.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Zenyatta,Bronze,4.65,1.73,40.70,13.21,6.00,66,4846,6172,7.67,,,,,,,1419.84,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,4.94,1238.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Zenyatta,Silver,5.00,1.69,48.19,13.79,6.08,67,4996,6311,7.43,,,,,,,1484.86,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,5.23,1221.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Zenyatta,Gold,5.21,2.66,50.07,14.31,6.05,66,5255,6425,7.15,,,,,,,1546.01,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,6.03,1307.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Zenyatta,Platinum,5.06,2.85,51.90,14.24,5.93,61,5248,6368,7.12,,,,,,,1552.68,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,6.47,1319.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Zenyatta,Diamond,5.13,3.51,53.11,13.97,5.80,61,5126,6276,7.30,,,,,,,1506.64,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,6.20,1257.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Zenyatta,Master,5.33,2.74,49.36,13.67,5.85,62,5147,6279,7.27,,,,,,,1516.17,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,5.90,1300.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Zenyatta,Grandmaster,5.01,2.62,46.32,13.73,6.01,62,5116,6265,7.55,,,,,,,1495.13,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,5.60,1297.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
D.Va,All,6.11,1.84,47.17,21.07,6.62,131,8673,,5.65,,,,,,,,,26,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,8.90,2.41,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
D.Va,Bronze,5.13,2.01,40.22,19.30,6.71,135,7924,,6.10,,,,,,,,,24,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,7.96,2.50,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
D.Va,Silver,5.77,1.85,45.36,20.60,6.87,134,8345,,5.81,,,,,,,,,25,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,8.44,2.63,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
D.Va,Gold,6.06,2.02,48.08,21.10,6.83,133,8757,,5.67,,,,,,,,,27,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,9.03,2.49,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
D.Va,Platinum,6.22,2.41,48.72,20.85,6.43,126,8711,,5.56,,,,,,,,,27,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,9.10,2.37,2.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
D.Va,Diamond,6.18,2.98,48.88,20.45,6.48,128,8536,,5.63,,,,,,,,,26,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,8.81,2.50,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
D.Va,Master,5.59,3.06,47.30,19.63,6.50,131,8260,,5.78,,,,,,,,,26,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,8.57,2.41,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
D.Va,Grandmaster,5.40,3.27,45.03,19.44,6.77,132,8123,,5.93,,,,,,,,,25,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,8.32,2.64,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Roadhog,All,3.97,2.91,46.99,18.96,8.35,120,8808,,6.45,,,,,,,,,28,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,5074.75,10.05,54.11,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Roadhog,Bronze,3.59,2.08,44.68,17.27,7.87,123,8162,,6.78,,,,,,,,,27,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,5074.21,8.97,53.58,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Roadhog,Silver,3.70,2.01,43.30,18.09,8.25,125,8309,,6.64,,,,,,,,,28,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,5001.05,9.41,53.96,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Roadhog,Gold,4.12,3.10,47.22,19.30,8.52,122,8911,,6.39,,,,,,,,,29,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,5070.28,10.25,54.53,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Roadhog,Platinum,4.08,4.55,47.69,19.28,8.06,115,9154,,6.37,,,,,,,,,29,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,5057.31,10.36,54.21,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Roadhog,Diamond,4.14,4.33,47.63,18.74,7.89,116,8914,,6.46,,,,,,,,,29,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,5055.86,10.18,54.01,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Roadhog,Master,3.82,4.16,47.34,18.27,7.78,119,8815,,6.55,,,,,,,,,29,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,5063.06,9.79,53.89,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Roadhog,Grandmaster,3.93,3.46,45.69,18.15,7.81,121,8644,,6.59,,,,,,,,,29,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,5015.75,9.66,54.18,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Junkrat,All,2.63,3.22,49.39,17.42,6.44,50,8664,,8.40,,,,,,,,,25,,,,,11.02,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,6.45,5.03,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Junkrat,Bronze,2.36,2.99,42.28,16.17,6.68,56,8193,,8.93,,,,,,,,,25,,,,,10.07,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,5.55,5.36,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Junkrat,Silver,2.54,3.18,47.58,16.85,6.65,53,8455,,8.65,,,,,,,,,25,,,,,10.55,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,5.95,5.22,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Junkrat,Gold,2.64,3.47,49.35,17.45,6.50,50,8700,,8.44,,,,,,,,,25,,,,,11.10,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,6.50,5.13,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Junkrat,Platinum,2.62,3.27,49.21,17.19,6.04,45,8780,,8.42,,,,,,,,,25,,,,,10.91,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,6.78,4.99,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Junkrat,Diamond,2.48,3.46,46.45,16.40,6.02,46,8468,,8.70,,,,,,,,,25,,,,,10.33,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,6.37,5.01,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Junkrat,Master,2.38,3.00,42.12,15.97,6.28,49,8340,,8.90,,,,,,,,,25,,,,,9.98,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,6.08,5.29,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Junkrat,Grandmaster,2.36,3.36,40.05,15.80,6.34,50,8268,,9.00,,,,,,,,,25,,,,,9.88,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,5.89,5.40,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Tracer,All,2.44,1.81,47.28,18.14,6.54,62,6775,,8.40,,,,,,,,,34,9,,,,8.55,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,907.61,,,,,,,,4.90,1.66,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Tracer,Bronze,2.19,0.92,34.95,16.47,6.51,64,6148,,8.55,,,,,,,,,32,8,,,,7.61,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875.53,,,,,,,,4.86,1.74,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Tracer,Silver,2.41,0.88,40.71,17.43,6.64,64,6372,,8.39,,,,,,,,,32,9,,,,8.35,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887.90,,,,,,,,4.86,1.70,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Tracer,Gold,2.35,1.63,46.19,17.89,6.58,63,6707,,8.62,,,,,,,,,33,9,,,,8.30,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908.21,,,,,,,,4.87,1.66,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Tracer,Platinum,2.40,2.45,49.87,18.66,6.64,60,6919,,8.44,,,,,,,,,34,9,,,,8.94,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919.95,,,,,,,,4.93,1.69,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
