Hero,Skill Tier,KDA Ratio,"Pick Rate, %","Win Rate, %",Eliminations / 10min,Objective Kills / 10min,Objective Time / 10min,Damage / 10min,Healing / 10min,Deaths / 10min,"Scoped Accuracy, %",Biotic Grenade Kills / 10min,Enemies Slept / 10min,Healing Amplified / 10min,Nano Boost Assists / 10min,Blaster Kills / 10min,Damage Amplified / 10min,Players Resurrected / 10min,"Weapon Accuracy, %","Crit Accuracy, %",Kunai Kills / 10min,Effects Cleansed / 10min,Kitsune Rush Assists / 10min,Final Blows / 10min,Solo Kills / 10min,Swift Strike Resets / 10min,Damage Reflected / 10min,Ultimates Reflected / 10min,Dragonblade Kills / 10min,Ultimates Reflected,Deadeye Kills / 10min,Magnetic Grenade Attaches,Magnetic Grenade Kills / 10min,"Secondary Accuracy, %",Biotic Orb Kills / 10min,"Ally Coalescence Efficiency, %","Enemy Coalescence Efficiency, %",Coalescence Kills / 10min,Objective Contest Time / 10min,Charge Kills / 10min,Fire Strike Kills / 10min,Earthshatter Kills / 10min,Scoped Crits,Recon Assists / 10min,Venom Mine Kills / 10min,Knockbacks / 10min,Sound Barriers / 10min,"Helix Rocket Accuracy, %",Long Range Kills / 10min,Helix Rocket Kills / 10min,Tactical Visor Kills / 10min,Storm Arrow Kills / 10min,Dragonstrike Kills / 10min,"Charged Volley Accuracy, %",Charged Volley Kills / 10min,Transcendence Healing / 10min,"Micro Missile Kills, % / 10min",Call Mech Kills / 10min,Self-Destruct Kills / 10min,Self Healing / 10min,Chain Hook Kills / 10min,"Chain Hook Accuracy, %",Whole Hog Kills / 10min,Direct Hits,Concussion Mine Kills / 10min,Enemies Trapped / 10min,Rip Tire Kills,Low Health Recalls / 10min,Pulse Bombs Stuck / 10min,Pulse Bomb Kills / 10min,Coach Gun Kills / 10min,Dynamite Kills / 10min,Bob Kills / 10min,Energy Javelin Kills / 10min,Javelin Spin Kills,Terra Surge Kills / 10min,"Primary Accuracy, %",High Energy Kills / 10min,"Average Energy, %",Graviton Surge Kills / 10min,Death Blossom Kills / 10min,"Charged Shot Accuracy, %","Charged Crit Accuracy, %",Charged Shot Kills / 10min,Disruptor Shot Kills / 10min,Overclock Kills / 10min,"Airtime, %",Barrage Kills / 10min,Healing Accuracy,Deaths Prevented / 10min,Amp Matrix Assists / 10min,Jump Pack Kills / 10min,Primal Rage Kills / 10min,Accretion Kills / 10min,Overhealth / 10min,Gravitic Flux Kills / 10min,Rocket Punch Kills / 10min,Seismic Slam Kills / 10min,Meteor Strike Kills / 10min,Inspire Uptime,Self Healing,Recon Kills / 10min,Assault Kills / 10min,Tactical Grenade Kills / 10min,Artillery Kills / 10min,"Icicle Accuracy, % / 10min","Icicle Crit Accuracy, % / 10min",Enemies Frozen / 10min,Blizzard Kills / 10min,Hammer Kills / 10min,Turret Kills / 10min,Molten Core Kills / 10min,Average Damage Multiplier,Players Teleported / 10min,Sentry Turret Kills / 10min,Enemies Hacked / 10min,Low Health Teleports / 10min,EMP Kills / 10min,Grappling Claw Kills / 10min,Piledriver Kills / 10min,Minefield Kills,"Jagged Blade Accuracy, %",Carnage Kills / 10min,"Wound Uptime, %",Rampage Kills / 10min,"Focusing Beam Accuracy, %",Focusing Beam Kills / 10min,"Sticky Bomb Accuracy, %",Sticky Bomb Kills / 10min,Duplicate Kills / 10min,Role
Widowmaker,Platinum,2.83,1.11,52.65,16.02,4.03,22,5496,,7.89,43,,,,,,,,,,,,,11.15,4.49,,,,,,,,,,,,,,,,,,—,3.68,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Widowmaker,Diamond,2.87,1.36,53.05,16.38,4.12,21,5510,,7.85,44,,,,,,,,,,,,,11.30,4.59,,,,,,,,,,,,,,,,,,—,3.73,1.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Widowmaker,Master,3.07,0.77,52.48,16.33,4.25,21,5435,,7.66,43,,,,,,,,,,,,,11.11,4.53,,,,,,,,,,,,,,,,,,—,3.87,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Widowmaker,Grandmaster,3.00,0.73,51.11,16.13,4.31,22,5315,,7.68,42,,,,,,,,,,,,,10.89,4.52,,,,,,,,,,,,,,,,,,—,3.83,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Lucio,All,3.70,5.76,51.75,11.91,5.88,111,3254,8174,7.67,,,,,,,,,24,9,,,,,,,,,,,,,,,,,,,,,,,,,,24.17,9.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Lucio,Bronze,3.27,6.86,45.11,11.32,5.81,109,3117,8344,8.14,,,,,,,,,23,8,,,,,,,,,,,,,,,,,,,,,,,,,,23.14,9.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Lucio,Silver,3.45,5.81,49.85,11.66,5.82,113,3213,8373,7.83,,,,,,,,,23,8,,,,,,,,,,,,,,,,,,,,,,,,,,23.45,9.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Lucio,Gold,3.78,6.29,50.09,11.99,6.01,109,3242,8308,7.75,,,,,,,,,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,24.07,10.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Lucio,Platinum,3.40,5.78,47.75,11.66,5.93,109,3191,8220,7.94,,,,,,,,,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,24.01,9.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Lucio,Diamond,3.50,5.84,45.85,11.71,5.86,107,3193,8228,7.90,,,,,,,,,23,8,,,,,,,,,,,,,,,,,,,,,,,,,,23.89,9.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Lucio,Master,3.41,8.21,48.48,11.68,5.87,108,3191,8255,7.97,,,,,,,,,23,8,,,,,,,,,,,,,,,,,,,,,,,,,,23.76,9.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Lucio,Grandmaster,3.38,6.92,45.46,11.58,5.89,108,3167,8353,8.02,,,,,,,,,23,8,,,,,,,,,,,,,,,,,,,,,,,,,,23.51,9.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Soldier: 76,All,2.59,4.91,50.51,18.14,7.42,59,8488,1469,8.93,,,,,,,,,32,9,,,,9.33,1.67,,,,,,,,,,,,,,,,,,,,,,,55,1.40,6.61,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Soldier: 76,Bronze,2.45,4.81,45.57,16.96,7.37,63,8015,1499,9.24,,,,,,,,,30,9,,,,8.74,1.84,,,,,,,,,,,,,,,,,,,,,,,54,1.53,6.27,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Soldier: 76,Silver,2.45,2.86,42.55,17.26,7.35,60,8131,1504,9.26,,,,,,,,,31,8,,,,8.94,1.76,,,,,,,,,,,,,,,,,,,,,,,54,1.50,6.30,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Soldier: 76,Gold,2.54,4.47,47.91,17.86,7.53,63,8325,1455,9.11,,,,,,,,,32,9,,,,9.18,1.66,,,,,,,,,,,,,,,,,,,,,,,55,1.39,6.56,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Soldier: 76,Platinum,2.56,3.54,47.10,17.47,7.39,61,8142,1494,9.02,,,,,,,,,31,8,,,,9.02,1.79,,,,,,,,,,,,,,,,,,,,,,,54,1.58,6.56,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Soldier: 76,Diamond,2.54,4.11,47.94,17.29,7.39,62,8129,1490,9.16,,,,,,,,,31,8,,,,8.97,1.76,,,,,,,,,,,,,,,,,,,,,,,54,1.57,6.47,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Soldier: 76,Master,2.50,3.59,48.77,17.02,7.41,63,8040,1489,9.17,,,,,,,,,31,8,,,,8.77,1.77,,,,,,,,,,,,,,,,,,,,,,,54,1.56,6.41,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Soldier: 76,Grandmaster,2.47,2.97,40.97,16.93,7.41,63,7966,1497,9.28,,,,,,,,,31,8,,,,8.76,1.80,,,,,,,,,,,,,,,,,,,,,,,54,1.57,6.34,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Hanzo,All,2.94,2.24,52.41,16.94,6.48,51,7548,,8.12,,,,,,,,,32,14,,,,11.09,2.71,,,,,,,,,,,,,,,,,,,3.89,,,,,2.55,,,5.17,2.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Hanzo,Bronze,2.65,0.99,40.52,15.74,6.31,53,7016,,8.44,,,,,,,,,30,15,,,,10.30,2.80,,,,,,,,,,,,,,,,,,,3.96,,,,,2.51,,,4.85,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Hanzo,Silver,2.82,1.60,50.43,16.50,7.03,54,7430,,8.13,,,,,,,,,32,14,,,,10.81,2.82,,,,,,,,,,,,,,,,,,,3.87,,,,,2.63,,,5.07,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Hanzo,Gold,2.86,2.76,51.66,16.49,6.17,51,7304,,8.26,,,,,,,,,31,14,,,,10.86,2.69,,,,,,,,,,,,,,,,,,,3.85,,,,,2.35,,,5.04,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Hanzo,Platinum,2.79,1.53,45.95,16.33,6.49,53,7319,,8.34,,,,,,,,,31,15,,,,10.69,2.77,,,,,,,,,,,,,,,,,,,4.00,,,,,2.40,,,5.09,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Hanzo,Diamond,2.99,1.71,48.16,16.79,6.67,52,7382,,8.16,,,,,,,,,31,15,,,,10.70,2.78,,,,,,,,,,,,,,,,,,,4.48,,,,,2.42,,,5.31,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Hanzo,Master,2.74,1.18,42.95,16.22,6.49,53,7277,,8.37,,,,,,,,,31,15,,,,10.59,2.76,,,,,,,,,,,,,,,,,,,4.02,,,,,2.42,,,5.12,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Hanzo,Grandmaster,2.74,1.28,42.42,16.06,6.55,53,7161,,8.35,,,,,,,,,31,15,,,,10.46,2.80,,,,,,,,,,,,,,,,,,,4.08,,,,,2.39,,,5.03,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Zenyatta,All,4.47,3.30,51.42,12.49,5.44,68,4327,6178,7.71,,,,,,,1257.10,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,4.36,1130.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Zenyatta,Bronze,4.18,3.76,50.35,12.20,5.46,66,4173,6026,8.06,,,,,,,1184.99,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,4.36,1024.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Zenyatta,Silver,4.18,2.61,44.61,12.25,5.26,68,4263,6081,8.19,,,,,,,1219.66,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,4.21,1098.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Zenyatta,Gold,4.33,2.67,45.29,12.28,5.47,71,4202,6124,7.89,,,,,,,1220.54,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,4.56,1097.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Zenyatta,Platinum,4.10,2.14,41.99,12.01,5.43,68,4214,6117,8.14,,,,,,,1218.27,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,4.60,1076.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Zenyatta,Diamond,4.07,2.52,43.12,11.97,5.26,70,4179,6026,8.18,,,,,,,1173.17,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,4.75,1050.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Zenyatta,Master,4.13,2.76,42.98,12.07,5.26,69,4149,6089,8.16,,,,,,,1177.92,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,4.73,1062.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Zenyatta,Grandmaster,4.02,2.21,36.98,11.96,5.32,69,4133,6028,8.31,,,,,,,1172.17,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,4.60,1039.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
D.Va,All,5.58,2.96,51.90,19.80,6.07,124,8008,,6.14,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,8.00,2.14,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
D.Va,Bronze,5.27,4.26,49.59,18.53,5.68,122,7572,,6.34,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,7.43,2.14,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
D.Va,Silver,5.38,3.94,50.68,18.86,5.89,121,7789,,6.22,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,7.61,2.30,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
D.Va,Gold,5.67,3.29,51.48,19.58,5.94,123,7872,,6.24,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,7.81,2.19,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
D.Va,Platinum,5.53,5.17,52.86,18.83,5.70,122,7650,,6.23,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,7.55,2.13,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
D.Va,Diamond,5.47,5.11,52.64,18.81,5.57,120,7726,,6.22,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,7.59,2.16,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
D.Va,Master,5.44,5.46,51.32,18.61,5.57,121,7660,,6.24,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,7.55,2.15,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
D.Va,Grandmaster,5.42,5.63,51.26,18.50,5.60,121,7596,,6.29,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,7.42,2.20,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Roadhog,All,3.74,1.80,47.47,18.22,8.28,121,7939,,6.74,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,5261.20,9.29,51.77,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Roadhog,Bronze,3.67,2.11,42.41,17.44,8.21,128,7605,,6.71,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,5172.75,8.75,51.91,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Roadhog,Silver,3.65,2.27,45.73,17.36,8.24,131,7690,,6.61,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,5276.25,8.73,51.44,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Roadhog,Gold,3.80,2.08,45.83,18.00,8.29,120,7878,,6.68,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,5174.12,9.27,52.04,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Roadhog,Platinum,3.73,2.33,41.60,17.48,8.14,126,7676,,6.70,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,5174.33,8.83,51.67,3.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Roadhog,Diamond,3.73,2.39,44.46,17.69,8.17,124,7740,,6.61,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,5167.56,8.87,51.46,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Roadhog,Master,3.66,2.63,43.98,17.53,8.17,126,7632,,6.76,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,5210.60,8.73,50.76,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Roadhog,Grandmaster,3.69,2.69,42.27,17.31,8.17,128,7610,,6.64,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,5167.37,8.70,51.49,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Junkrat,All,2.78,1.94,52.75,18.15,7.08,53,8527,,8.54,,,,,,,,,24,,,,,11.45,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,6.21,5.68,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Junkrat,Bronze,2.45,2.03,50.13,16.71,6.80,54,7918,,9.28,,,,,,,,,23,,,,,10.84,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,5.50,6.21,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Junkrat,Silver,2.66,2.22,50.96,17.91,7.14,56,8292,,8.65,,,,,,,,,24,,,,,11.38,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,6.04,5.70,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Junkrat,Gold,2.80,2.44,54.20,17.90,6.95,48,8397,,8.66,,,,,,,,,24,,,,,11.50,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,6.14,5.76,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Junkrat,Platinum,2.59,2.02,51.73,17.19,6.94,51,8082,,8.95,,,,,,,,,23,,,,,11.06,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,5.88,5.94,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Junkrat,Diamond,2.66,1.92,52.36,17.31,6.87,49,8120,,8.86,,,,,,,,,23,,,,,11.09,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,5.95,6.01,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Junkrat,Master,2.55,1.99,51.86,17.05,6.81,51,7961,,9.06,,,,,,,,,23,,,,,11.02,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,5.73,5.98,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Junkrat,Grandmaster,2.55,2.33,51.58,17.02,6.86,51,7956,,9.06,,,,,,,,,23,,,,,11.04,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,5.73,6.03,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Tracer,All,2.47,0.89,52.17,17.53,6.82,64,6490,,8.19,,,,,,,,,33,9,,,,7.74,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,903.89,,,,,,,,4.51,1.67,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Tracer,Bronze,2.02,0.43,35.72,15.12,6.59,67,5899,,9.01,,,,,,,,,31,8,,,,6.24,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.23,,,,,,,,4.08,1.55,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Tracer,Silver,2.45,0.53,46.80,16.94,6.34,67,6401,,8.50,,,,,,,,,32,8,,,,7.58,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895.48,,,,,,,,4.59,1.71,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Tracer,Gold,2.27,0.86,50.19,16.68,7.15,67,6159,,8.57,,,,,,,,,33,9,,,,7.03,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.36,,,,,,,,4.46,1.66,2.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Tracer,Platinum,2.33,0.89,48.59,16.80,7.06,70,6187,,8.68,,,,,,,,,32,8,,,,7.16,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919.75,,,,,,,,4.62,1.51,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Tracer,Diamond,2.42,0.84,47.50,17.26,7.11,71,6367,,8.54,,,,,,,,,32,9,,,,7.41,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,909.47,,,,,,,,4.48,1.56,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Tracer,Master,2.20,0.60,41.83,15.99,6.77,71,6100,,8.89,,,,,,,,,32,8,,,,6.80,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887.97,,,,,,,,4.42,1.43,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Tracer,Grandmaster,2.15,0.52,38.24,15.72,6.89,73,5952,,9.08,,,,,,,,,31,8,,,,6.50,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882.53,,,,,,,,4.41,1.49,2.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
